PRODUCT,UF,MODEL,PARAMETERS,CLASS,MAPE,POCID,PBE,MASE20,MASE21,MASE22,MASE23,MASE24,RRMSE,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60
etanolhidratado,mg,ARIMA,Best,Estatistic,0.23226,52.54237,-4.67076,0.7089,0.9236,0.9503,1.5582,0.7472,0.55803,224343.0181,230416.2391,216082.3283,234931.7696,249691.047,247836.8823,248088.4684,248475.3687,244841.9196,244755.2684,228707.7903,202781.1383,240060.8177,243582.1571,240143.6729,256775.404,271458.8466,274361.3921,280214.6406,279550.1498,267524.4084,285183.7731,268522.1314,255950.3358,232866.1697,217086.5206,214693.3829,221552.1239,226722.8875,238595.8292,252718.1385,251689.0334,254423.7043,262801.0893,242431.3811,232959.8088,141883.5039,148996.7771,158020.8512,159860.8211,167504.3762,173577.5752,173051.9511,181843.2332,181004.5322,186861.9215,172407.3845,161369.9005,125114.166,133820.3307,150268.4965,161639.6442,150914.4396,144349.9468,137889.2146,140206.9424,138715.0684,148595.2825,128030.0698,130344.1341
etanolhidratado,ms,ARIMA,Best,Estatistic,0.22677,61.01695,12.85358,0.4525,0.928,0.4639,1.4383,0.8952,0.57405,9502.91038,9563.569431,9452.840178,9501.909445,10593.45422,10420.19072,10612.05303,11200.61331,10432.73266,12316.355,10416.42459,9344.74794,9272.688331,9423.031848,9017.428216,8893.66529,9874.492586,9589.633345,9506.141764,10199.68245,9193.473937,11117.63769,9192.927916,7926.817031,16659.02563,16015.70525,15209.74083,15280.14075,15699.64847,15458.8112,15358.86822,16299.95518,15570.09499,16837.12656,13767.16544,12294.80773,10852.69718,11215.62732,12169.36549,12405.49941,13144.45028,13164.95148,13308.7399,14462.88715,13945.29598,15133.89497,12450.46251,11462.53311,11311.33546,10957.69633,11033.9993,10939.3736,11505.40204,11567.68264,11713.93649,12199.00816,11504.2951,13134.09807,11112.47679,10383.18708
etanolhidratado,mt,ARIMA,Best,Estatistic,0.13267,64.40678,4.59635,0.9241,0.9985,0.6081,1.033,1.1318,0.40674,74353.94089,70700.96928,69238.05929,69269.24157,72583.70736,76255.35647,72577.00004,76353.21024,75554.36395,75903.82992,72194.76071,66271.18554,82058.3786,80418.64899,80025.90519,80037.81173,84419.38486,84689.0122,86919.93702,89124.72998,87344.81094,89565.46114,84210.98299,81259.93753,75448.40948,69516.79806,71070.82026,70074.88898,72710.46806,76345.91572,75403.98158,77983.78262,75857.65045,82128.42433,72192.37929,66017.14467,60862.42032,59159.63673,62187.47195,61670.27582,64313.42524,64471.10019,63821.88778,65666.68517,62110.83966,67034.00519,60694.05096,60345.86814,68604.85694,63699.1981,67723.2444,67452.25025,72129.08919,75018.37572,75050.27746,75242.57819,70129.5031,74500.8852,66113.94215,66420.11786
etanolhidratado,pa,ARIMA,Best,Estatistic,0.29078,55.9322,0.76987,0.5476,1.1427,0.7189,1.294,0.9306,0.36497,4131.413794,3642.542136,3829.323764,4297.050115,4793.431984,4973.218615,5026.524035,5058.345126,4417.083707,4670.962939,4132.406708,3814.234578,4924.083093,4726.972706,4832.010898,4911.789423,5253.648705,5101.57768,5214.046771,5396.098261,5058.920097,5420.279388,4839.855165,4478.882853,4439.604283,4591.177023,4688.90527,4183.953853,3887.91931,3713.42184,3907.040541,4537.89964,4348.044894,4837.276437,4068.919426,3565.816572,2899.30288,2882.438193,3333.036705,3530.54708,3692.432739,3372.773225,2884.206372,3151.332471,3035.179972,3635.909188,3406.851525,3287.041109,2652.584105,2287.031035,2462.118599,2759.676096,3018.18634,3225.116038,3154.167631,3036.375921,3004.369928,3712.320885,3259.656421,2863.943115
etanolhidratado,pb,ARIMA,Best,Estatistic,0.35922,66.10169,-9.88748,1.4935,0.8952,0.6704,1.4519,0.7156,0.63822,19579.93713,18856.26158,18555.10166,19110.46668,18931.23437,18885.66847,18987.02965,19158.41122,18941.06225,19917.88253,19537.5751,19044.17564,16944.10391,15072.73742,13409.91607,13477.92655,12456.00029,12568.66578,13524.73246,14695.93922,15559.66481,17738.31256,16877.84706,15997.70648,14223.51314,11401.65898,8536.488697,8264.845001,8731.36718,10545.85211,12271.7115,13992.96988,14379.94933,15573.13139,14695.6156,13379.75538,8657.763484,6944.053704,5741.903343,5839.282816,5211.750715,7032.655076,7810.822067,9951.768386,11552.25052,13179.40792,13150.82723,11420.8401,8783.519596,9023.907754,9431.711564,9221.348032,7730.907362,6795.853412,6649.585625,7715.371182,9166.389659,11349.4713,10798.53326,9503.508132
etanolhidratado,pe,ARIMA,Best,Estatistic,0.31667,64.40678,-13.02407,0.7503,1.3029,0.6433,1.1147,0.6182,0.38936,35230.70646,34937.8979,29136.33582,29806.71566,30508.13839,29200.42011,29116.96744,33946.2719,32746.18905,34766.58655,30636.69559,28979.52241,31683.84546,31647.46026,30682.56479,31374.82831,28591.36477,28765.58358,30522.3639,31496.14203,30018.06422,33246.07985,31210.48769,28629.89524,24809.04908,20965.00424,19421.36182,21289.51871,20889.75548,23911.40749,20569.13302,22802.96391,22732.80815,24643.15514,23992.53089,20787.80023,20654.55908,19669.77774,19260.82289,16542.984,16194.67791,17970.65338,17338.73262,18827.62347,18158.71922,21708.99033,19912.75453,18058.62675,17597.71932,17566.05325,16714.90723,15515.69205,14292.28054,14631.87167,14767.28456,14578.61287,15637.46472,19165.78605,16681.75827,15320.70791
etanolhidratado,pi,ARIMA,Best,Estatistic,0.27952,61.01695,1.78841,0.8491,1.0254,0.7209,1.1816,0.55,0.60379,6609.180374,7001.215476,6579.966826,6560.52709,7242.010593,6716.055767,6511.682419,7044.936571,6308.07892,6843.881695,6972.69568,6050.446952,7756.413718,7410.569053,6887.563795,7218.33955,7702.045034,7952.009866,7930.713613,8357.168534,8166.742273,8814.237991,8353.661623,7714.853057,6564.282783,5669.206402,5305.59937,5183.282124,4870.966904,5096.378753,5370.896628,5665.432026,5799.815228,6258.451633,6000.582306,5667.60684,5790.38295,5194.546734,5778.432526,5658.149584,5780.649209,6151.331945,6757.52334,6811.554745,7446.168977,7339.310543,7125.317486,6641.029401,5205.598512,3439.600086,5663.222453,4568.21588,6025.669342,4251.368099,5493.39488,3781.963814,4391.571289,4497.803616,5014.567825,4372.232576
etanolhidratado,pr,ARIMA,Best,Estatistic,0.24635,64.40678,-7.67897,0.5203,0.9685,0.9151,0.8085,0.841,0.39238,139316.7651,134697.3545,134998.3817,136894.9973,145545.5703,148244.665,146156.0095,148458.7148,144903.1786,152272.8483,133002.1983,122885.6038,137897.9563,140443.1988,141408.9249,143481.0234,147042.4358,147854.7198,149006.2073,152077.1854,150414.4866,158090.1272,144937.8047,139216.2979,103765.155,101006.6597,94908.74342,93888.40404,95936.20291,92385.62812,106531.1407,108738.4213,119009.5317,123629.8653,113384.8077,100982.435,65556.52738,68933.26594,62065.50997,61172.38515,57758.00649,53461.68768,52090.37482,57939.26243,59741.79364,68347.01198,58974.98576,58559.62332,59527.96998,67695.71697,68134.98061,71892.12882,66458.85467,68498.09103,64819.56256,71495.12141,66376.58744,78974.85791,65521.74101,60577.60899
etanolhidratado,rj,ARIMA,Best,Estatistic,0.17429,69.49153,0.57277,0.3002,0.9231,0.2656,1.7348,0.9602,0.28599,67619.81737,64854.91927,64808.83086,66580.9421,66999.94429,68730.60306,67073.19,66964.25372,64963.1763,72583.48912,66905.28222,63809.38534,57351.97054,59323.5343,58846.25629,59080.51707,63904.24473,65162.68435,64937.86902,68610.9127,64722.43491,69472.35879,65536.03341,60054.84377,50387.09926,47084.24833,45626.87901,45528.06788,46253.54647,46764.83636,47745.10383,50820.30139,46841.03662,52410.66069,46066.20263,39993.08751,42061.82285,43096.49802,43283.84622,43022.5751,46456.92427,46384.88804,45810.66027,49370.61045,47760.63609,52862.34896,45967.94839,42142.83098,45713.54752,43500.75014,44111.35247,45701.7555,47562.0946,47108.63285,47699.15175,50276.66179,46998.91737,52442.38766,47138.0793,42336.02127
etanolhidratado,rn,ARIMA,Best,Estatistic,0.3711,57.62712,-16.18358,0.7682,1.185,1.274,1.6485,0.3447,0.43408,8498.405951,8266.408533,6691.135625,7484.95056,7497.923623,7437.599432,7702.193069,7027.994653,6770.109619,7216.679302,6211.543913,5558.233466,8802.135975,8430.359695,7616.990039,8081.134875,8532.981458,8466.813048,8443.849982,8682.093516,8170.074108,9161.540852,8953.039741,7678.361309,9216.676052,7996.961922,7520.674242,7210.568032,7507.916353,8296.796257,8771.637651,10356.15383,10197.83843,10888.65566,10243.18421,8696.246416,5372.178911,5055.049878,5029.460186,5558.251374,5390.493872,5814.436814,5797.17711,5928.476073,5968.244087,6698.853015,6330.378215,5846.294648,4369.695505,3671.476822,4279.374649,4244.245719,5685.581887,4523.481889,5405.771917,4103.036662,4555.280064,5629.878719,5847.675948,5523.993079
etanolhidratado,ro,ARIMA,Best,Estatistic,0.43444,55.9322,-4.20684,0.6151,1.1264,0.7425,1.3867,0.9336,0.24177,865.3264183,978.6922558,1086.322036,1040.680018,1243.018412,1182.494045,1306.830854,1486.899068,1341.775934,1590.431902,1094.52439,974.7312193,1117.025859,1146.873405,1354.957268,1378.715537,1544.845505,1525.116443,1503.673773,1600.421997,1381.260154,1692.344353,1326.231531,1209.290464,1296.82547,1169.544542,1249.771161,1169.675239,1289.067985,1271.633757,1300.318657,1409.06119,1331.850698,1467.513539,1023.944146,834.9020853,787.1117766,818.4543229,936.921458,900.4136849,1045.582262,1066.19899,1126.993049,1240.45792,1116.192938,1265.646639,899.4020755,727.4042192,589.509363,593.5021494,596.9920415,535.7995709,680.1654281,696.8193313,739.7323034,892.1692932,768.1492397,949.793384,559.1836952,418.8944047
etanolhidratado,rr,ARIMA,Best,Estatistic,0.31371,52.54237,16.20683,0.6284,0.8906,0.5729,1.5376,1.1123,0.3371,139.6905484,121.4975374,130.7655603,160.1632345,131.2496538,138.8657359,146.5023424,146.5789318,177.0639322,192.8782121,144.7483528,149.7179815,155.7270941,148.3335049,137.572171,130.0291305,134.5703322,125.9135399,151.8371524,159.0544483,168.1194133,167.6274873,138.0276725,127.7957295,194.8445357,175.9536128,155.5598933,166.2337531,117.9227355,119.6784028,149.7620918,156.5044229,183.6423865,186.6992531,112.1478589,112.6426056,170.9256182,170.4880277,180.0292278,200.787731,179.1630794,173.5409742,199.7608842,211.4584143,232.1879212,238.4444217,196.6798731,191.2374059,179.9928955,159.1043705,161.089887,190.5064195,177.7663348,169.5668126,190.7437197,202.4341822,226.7392475,238.826724,190.6435277,170.2362322
etanolhidratado,rs,ARIMA,Best,Estatistic,0.50925,54.23729,-16.93961,1.1872,1.4818,2.1729,2.0238,0.8461,0.11395,4940.040957,4990.211534,5720.657272,6183.146756,7140.463612,6766.891597,6570.965886,8031.247803,6333.804299,8676.10431,5378.658959,3504.595627,3845.755363,5146.969353,4343.657558,4195.222116,5675.325428,5179.82574,5080.440583,5803.893349,4734.619752,7456.887335,4408.621945,1620.391972,3574.008149,3811.851657,4591.135697,4398.596058,5007.844327,4022.042735,3615.215303,5615.307164,3775.086447,6350.883562,3142.392991,1247.810727,2091.897169,2129.426608,2898.245625,3777.854335,3876.397411,2901.297308,2701.453715,3733.532051,3586.231977,4515.612867,2325.086971,1459.828713,2591.659626,2869.59996,3144.016808,3647.496686,4123.508539,3771.297462,3536.971825,4157.975264,3410.348525,4855.747433,2719.512721,1649.746589
etanolhidratado,sc,ARIMA,Best,Estatistic,0.38069,57.62712,4.06948,0.5175,1.5207,1.3062,1.7697,0.9719,0.22254,6144.742248,7033.080774,6448.342181,6581.169839,8929.427334,7775.489148,8333.584318,9667.786259,7668.24321,11437.70295,9376.107389,6233.608885,6483.482241,6346.720121,6059.367231,6266.17375,7473.178446,6811.585476,8021.661435,8716.45457,7096.70723,9942.935487,6911.997443,4707.845169,6800.279206,8114.23281,7560.073053,6604.31775,7933.272301,6749.967433,7271.484786,8171.542074,7390.154917,9394.678694,7280.992919,5629.208219,4226.520706,4388.786725,3674.012591,2956.316096,4827.150598,5178.623776,5363.743195,5913.501212,4484.585254,7403.844364,5846.510907,3967.458905,3851.371054,4383.78298,4244.479165,3962.216815,5833.527128,5510.083442,5073.08796,5491.320354,4928.103297,7070.882508,5411.936326,4021.76954
etanolhidratado,se,ARIMA,Best,Estatistic,0.39824,66.10169,-11.39361,1.1442,1.125,0.7112,1.0832,0.6131,0.44206,4475.092052,3779.551075,3256.01202,4814.062553,4922.716993,4773.202365,5482.445704,5420.769236,5488.473331,5735.259895,4915.019752,4639.611067,5584.357964,4641.894175,4102.049649,4060.333987,4065.504561,4400.9769,5076.282408,5259.204377,5046.903602,5353.660845,4795.901572,4389.676802,4687.297588,4350.346562,3710.753852,3063.504364,2796.633692,2859.826045,2955.304115,3557.861396,3672.58906,4553.164206,4174.977636,3688.039343,3104.083701,2814.532631,2737.66733,2303.385419,1918.235719,1756.090185,1764.718832,2192.855342,2330.937417,3105.835955,3233.861396,2982.166372,2702.613437,2611.822238,2545.994302,2606.704916,2085.791501,1910.856734,1984.994986,2035.956033,2373.375569,3250.987409,3514.89762,3217.896661
etanolhidratado,sp,ARIMA,Best,Estatistic,0.1409,62.71186,-1.50579,0.99,0.9442,0.6383,0.8499,0.8854,0.26826,900607.2088,879240.5756,871869.0746,847743.0872,856371.2291,868361.7262,875858.9365,910020.1699,874131.1497,905501.8342,844768.2253,817580.0303,941288.3912,941798.0811,936199.8142,933800.4282,979888.2047,990044.4972,983658.8578,995168.7179,965552.7632,1033160,979133.3835,950172.7143,835995.0219,811484.7043,783790.9789,744068.6055,762775.5914,770881.6446,802632.96,813316.6724,756039.1105,829289.6908,772704.0061,754334.8691,565304.1001,597175.7165,614037.8899,616349.1391,644670.8406,642150.1216,639915.508,657321.0765,605370.1866,659435.0296,568668.611,570834.4767,622133.0294,620735.9973,672292.0319,676405.4429,637605.0012,658522.789,674016.033,687950.784,683856.1963,718082.4876,619153.2521,621571.854
etanolhidratado,to,ARIMA,Best,Estatistic,0.32038,57.62712,1.44842,0.587,1.1875,0.8491,1.7695,0.8213,0.43459,2349.973503,2450.606863,2346.749769,2878.214296,3510.350024,3008.586544,3086.984445,3185.482573,2989.435154,3158.496196,2646.705177,2266.128593,2714.940165,2427.890939,2423.954048,2625.464578,3112.554849,3013.624146,3046.586016,3169.482564,2809.872131,3168.215835,2793.920821,2480.518342,3861.520961,3451.879203,3284.347909,3428.492028,3968.872267,3675.371164,3715.083462,3864.479256,3636.13677,3856.681116,3351.976307,3087.197701,1736.115261,1716.845559,1922.022485,2166.348744,2629.70755,2444.181329,2486.32579,2608.197166,2276.631571,2650.69415,2293.358369,1979.008547,1880.226735,1975.260204,1912.849831,2180.583521,2505.372215,2308.557129,2143.629555,2102.419949,1898.486902,2336.638041,2031.586839,1777.083381
gasolinac,ac,ARIMA,Best,Estatistic,0.07277,74.57627,3.28753,0.8719,1.1047,0.6943,1.1101,0.7138,0.16084,10906.34976,10938.60255,11373.8204,10534.87385,11774.14883,11798.20935,10956.35649,11846.86373,10958.74653,11757.758,10991.48185,9881.902519,11520.27349,11682.56001,11457.0418,11073.39112,12098.24433,11920.32506,11735.08429,12042.54302,11380.82588,12367.45825,11111.47079,10353.62215,11549.64213,11232.24531,10095.6433,10569.73193,12482.97883,11261.02297,11550.95718,11124.84311,11305.84904,13127.71158,10609.55237,10898.49048,11304.70961,10430.79994,10944.17492,10976.55898,11556.83472,12175.0838,12224.86222,12308.73926,12252.36891,12801.45613,10841.43778,10251.70423,11966.64994,12146.75827,12389.80688,12323.1467,12870.1175,13156.94215,13149.12105,12816.00784,12742.39447,13200.68915,12125.40649,11843.87565
gasolinac,al,ARIMA,Best,Estatistic,0.08704,66.10169,4.80578,0.9507,1.0623,0.9553,1.1043,0.84,0.18018,34817.05377,33780.88991,33968.62797,32592.44728,33416.95735,34029.50196,33538.99634,35143.28715,33831.12629,36508.561,35413.86766,32854.3382,36819.75948,36952.16538,36164.36833,35130.03112,36458.76905,35956.7549,36129.56907,37086.17901,36067.58841,38891.17106,37826.84995,35241.62319,35166.16181,35189.75432,33495.47881,33821.95169,33805.53361,33492.26421,35333.08517,34592.87961,35364.92968,38804.88351,35058.60011,33509.12646,36847.52402,34477.80789,34825.10634,33824.55047,35140.05244,35384.03443,36491.47156,37696.12894,37944.23879,40944.87807,37696.51881,35981.16001,40090.3874,39880.38192,39013.02903,37082.10303,38327.42236,38980.16063,39524.36224,39971.27159,39299.1386,42756.95755,40284.52722,39058.89906
gasolinac,am,ARIMA,Best,Estatistic,0.0879,69.49153,0.84453,0.8015,1.0909,0.5359,0.8331,0.598,0.16955,53325.54285,52092.6596,53091.42166,50248.22895,50956.503,53570.64797,52869.02907,52568.35079,50814.45552,54349.35273,49123.44723,47439.7816,52037.08771,52072.35756,55135.24513,51413.52814,53165.70349,56377.01345,52815.33849,53965.17826,51006.05858,55708.29787,52151.4038,49637.73678,48622.53602,46905.36128,49907.62108,52587.06491,58626.19649,54904.33781,50864.35013,49178.27324,45667.5065,49297.79936,40262.80611,42325.04613,50425.4606,49173.45361,49917.99876,49172.52384,52744.36103,54903.51462,55702.84914,55513.58997,53947.2835,55437.76567,45595.79045,45728.85177,49694.89686,51302.78367,54975.65584,56129.2426,58562.94227,59074.31025,57932.6531,55780.1629,53488.64814,56027.88463,47184.9026,49251.66987
gasolinac,ap,ARIMA,Best,Estatistic,0.06338,76.27119,3.0619,0.9738,1.1208,0.2691,1.1367,0.8615,0.16144,12906.57585,12893.8142,13561.31457,13401.14813,13609.57936,14156.34439,13471.72509,13909.69442,13339.46225,13862.80504,12649.4545,12001.48394,14085.14333,14285.4935,14595.31684,14312.28873,14946.6207,15442.1854,15380.5699,15520.71367,14502.75776,15556.36353,13810.354,13289.91779,14776.03652,14699.87249,14366.55356,15471.64211,16679.20649,17080.00453,17075.11344,16533.79139,16011.27429,16938.10552,13981.5863,13796.54443,15171.09394,14186.84762,14826.4959,14905.17262,15122.47404,16513.87856,16256.93232,16822.72386,16329.42805,17130.35968,14562.14039,14340.36643,15731.81798,15359.11889,16282.15449,15896.49836,16889.24572,17556.96993,17070.12813,17322.13561,16735.57613,17148.40386,15530.89261,15098.71727
